Source,Target,Type,Id,Label,timeset,Weight,0
disney,eliana,Undirected,21561,,,1,0
disney,crendo,Undirected,21560,,,1,0
disney,tô,Undirected,21558,,,2,1
disney,channel,Undirected,21540,,,3,2
disney,série,Undirected,21537,,,3,2
disney,desenho,Undirected,21536,,,1,0
disney,assistindo,Undirected,21535,,,1,0
disney,livre,Undirected,21534,,,1,0
disney,hora,Undirected,21532,,,2,1
disney,qualquer,Undirected,21531,,,1,0
disney,toda,Undirected,21530,,,1,0
disney,passar,Undirected,21529,,,1,0
disney,oportunidade,Undirected,21528,,,1,0
disney,assim,Undirected,21527,,,1,0
disney,pulando,Undirected,21526,,,1,0
disney,estar,Undirected,21525,,,1,0
disney,horas,Undirected,21524,,,1,0
disney,24,Undirected,21523,,,1,0
disney,"#disneyplusbr",Undirected,21522,,,1,0
disney,vez,Undirected,21518,,,2,1
vez,😣,Undirected,21702,,,1,0
vez,dessa,Undirected,21701,,,1,0
vez,excelência,Undirected,21700,,,1,0
vez,decepcionado,Undirected,21699,,,1,0
vez,idioma,Undirected,21698,,,1,0
vez,legenda,Undirected,21697,,,1,0
vez,títulos,Undirected,21696,,,1,0
vez,chega,Undirected,21695,,,1,0
vez,país,Undirected,21693,,,2,1
vez,chegar,Undirected,21692,,,1,0
vez,ano,Undirected,21691,,,1,0
vez,levou,Undirected,21690,,,1,0
vez,tamanho,Undirected,21689,,,1,0
vez,desse,Undirected,21688,,,1,0
vez,streaming,Undirected,21687,,,1,0
vez,sistema,Undirected,21686,,,1,0
vez,despreparo,Undirected,21685,,,1,0
vez,ótimo,Undirected,21684,,,1,0
vez,mostrou,Undirected,21683,,,1,0
vez,"#disneyplusbr",Undirected,21682,,,1,0
"#disneyplusbr",🥰,Undirected,21798,,,2,1
"#disneyplusbr",musical,Undirected,21797,,,1,0
"#disneyplusbr",school,Undirected,21796,,,1,0
"#disneyplusbr",high,Undirected,21795,,,1,0
"#disneyplusbr",adolescência,Undirected,21794,,,1,0
"#disneyplusbr",favoritos,Undirected,21793,,,1,0
"#disneyplusbr",estreando,Undirected,21792,,,1,0
"#disneyplusbr",momento,Undirected,21791,,,1,0
"#disneyplusbr",esperei,Undirected,21790,,,1,0
"#disneyplusbr",vi,Undirected,21789,,,1,0
"#disneyplusbr",mar,Undirected,21788,,,1,0
"#disneyplusbr",retorno,Undirected,21787,,,1,0
"#disneyplusbr",2,Undirected,21786,,,1,0
"#disneyplusbr",sereia,Undirected,21785,,,1,0
"#disneyplusbr",pequena,Undirected,21784,,,1,0
"#disneyplusbr",assistindo,Undirected,21783,,,1,0
"#disneyplusbr",comecei,Undirected,21782,,,1,0
"#disneyplusbr",decepcionem,Undirected,21780,,,2,1
"#disneyplusbr",gonies,Undirected,21778,,,2,1
"#disneyplusbr",the,Undirected,21776,,,2,1
"#disneyplusbr",pimentinha,Undirected,21774,,,2,1
"#disneyplusbr",ana,Undirected,21772,,,2,1
"#disneyplusbr",patos,Undirected,21770,,,2,1
"#disneyplusbr",super,Undirected,21768,,,2,1
"#disneyplusbr",quack,Undirected,21766,,,2,1
"#disneyplusbr",pateta,Undirected,21764,,,2,1
"#disneyplusbr",turma,Undirected,21762,,,2,1
"#disneyplusbr",cruj,Undirected,21760,,,2,1
"#disneyplusbr",geração,Undirected,21758,,,2,1
"#disneyplusbr",velhinhos,Undirected,21756,,,2,1
"#disneyplusbr",desenhos,Undirected,21754,,,2,1
"#disneyplusbr",cadê,Undirected,21753,,,1,0
"#disneyplusbr",🤗,Undirected,21750,,,3,2
"#disneyplusbr",classico,Undirected,21749,,,1,0
"#disneyplusbr","#narnia",Undirected,21748,,,1,0
"#disneyplusbr",vem,Undirected,21747,,,1,0
"#disneyplusbr",bora,Undirected,21746,,,1,0
"#disneyplusbr",streaming,Undirected,21740,,,1,0
"#disneyplusbr",tv,Undirected,21730,,,3,2
"#disneyplusbr","#themandalorian",Undirected,21726,,,1,0
"#disneyplusbr",chama,Undirected,21725,,,1,0
"#disneyplusbr",maratona,Undirected,21724,,,1,0
"#disneyplusbr",chuvosa,Undirected,21723,,,1,0
"#disneyplusbr",feira,Undirected,21722,,,1,0
"#disneyplusbr",terça,Undirected,21721,,,1,0
"#disneyplusbr",chegar,Undirected,21720,,,1,0
"#disneyplusbr",melhor,Undirected,21719,,,1,0
"#disneyplusbr",hora,Undirected,21716,,,1,0
"#disneyplusbr",ar,Undirected,21715,,,1,0
"#disneyplusbr",tá,Undirected,21714,,,1,0
"#disneyplusbr",aqui,Undirected,21713,,,1,0
"#disneyplusbr",consertar,Undirected,21712,,,1,0
"#disneyplusbr",🐕,Undirected,21711,,,1,0
"#disneyplusbr",🐩,Undirected,21710,,,1,0
"#disneyplusbr",vagabundo,Undirected,21709,,,1,0
"#disneyplusbr",dama,Undirected,21708,,,1,0
"#disneyplusbr",vamos,Undirected,21707,,,1,0
"#disneyplusbr",ahhhhhhhhhh,Undirected,21706,,,1,0
high,adolescência,Undirected,21858,,,1,0
high,favoritos,Undirected,21857,,,1,0
high,estreando,Undirected,21856,,,1,0
high,temporada,Undirected,21855,,,1,0
high,resto,Undirected,21854,,,1,0
high,cade,Undirected,21853,,,1,0
high,comecei,Undirected,21852,,,1,0
high,inclusive,Undirected,21851,,,1,0
high,kkkkkk,Undirected,21850,,,1,0
high,grazadeus,Undirected,21849,,,1,0
high,manhã,Undirected,21848,,,1,0
high,vi,Undirected,21847,,,1,0
high,ata,Undirected,21846,,,1,0
high,série,Undirected,21845,,,1,0
high,place,Undirected,21844,,,1,0
high,waverly,Undirected,21843,,,1,0
high,feiticeiros,Undirected,21842,,,1,0
high,desde,Undirected,21841,,,1,0
high,mini,Undirected,21840,,,1,0
high,lançament,Undirected,21838,,,1,0
high,@pazziniandre,Undirected,21837,,,1,0
high,🥰,Undirected,21834,,,3,2
high,lançamento,Undirected,21833,,,1,0
high,presidente,Undirected,21831,,,2,1
high,futura,Undirected,21829,,,2,1
high,diário,Undirected,21827,,,2,1
high,series,Undirected,21823,,,4,3
high,the,Undirected,21816,,,7,6
high,musical,Undirected,21806,,,10,9
high,school,Undirected,21800,,,6,5
school,adolescência,Undirected,21911,,,1,0
school,favoritos,Undirected,21910,,,1,0
school,estreando,Undirected,21909,,,1,0
school,temporada,Undirected,21908,,,1,0
school,resto,Undirected,21907,,,1,0
school,cade,Undirected,21906,,,1,0
school,comecei,Undirected,21905,,,1,0
school,inclusive,Undirected,21904,,,1,0
school,kkkkkk,Undirected,21903,,,1,0
school,grazadeus,Undirected,21902,,,1,0
school,manhã,Undirected,21901,,,1,0
school,vi,Undirected,21900,,,1,0
school,ata,Undirected,21899,,,1,0
school,série,Undirected,21898,,,1,0
school,place,Undirected,21897,,,1,0
school,waverly,Undirected,21896,,,1,0
school,feiticeiros,Undirected,21895,,,1,0
school,desde,Undirected,21894,,,1,0
school,mini,Undirected,21893,,,1,0
school,lançament,Undirected,21891,,,1,0
school,@pazziniandre,Undirected,21890,,,1,0
school,🥰,Undirected,21887,,,3,2
school,lançamento,Undirected,21886,,,1,0
school,presidente,Undirected,21884,,,2,1
school,futura,Undirected,21882,,,2,1
school,diário,Undirected,21880,,,2,1
school,series,Undirected,21876,,,4,3
school,the,Undirected,21869,,,7,6
school,musical,Undirected,21859,,,10,9
musical,adolescência,Undirected,21996,,,1,0
musical,favoritos,Undirected,21995,,,1,0
musical,estreando,Undirected,21994,,,1,0
musical,temporada,Undirected,21992,,,2,1
musical,resto,Undirected,21990,,,2,1
musical,cade,Undirected,21988,,,2,1
musical,comecei,Undirected,21986,,,2,1
musical,inclusive,Undirected,21984,,,2,1
musical,kkkkkk,Undirected,21982,,,2,1
musical,grazadeus,Undirected,21980,,,2,1
musical,manhã,Undirected,21978,,,2,1
musical,vi,Undirected,21976,,,2,1
musical,ata,Undirected,21974,,,2,1
musical,jurava,Undirected,21971,,,1,0
musical,episódio,Undirected,21970,,,1,0
musical,hsm,Undirected,21969,,,1,0
musical,série,Undirected,21968,,,1,0
musical,place,Undirected,21967,,,1,0
musical,waverly,Undirected,21966,,,1,0
musical,feiticeiros,Undirected,21965,,,1,0
musical,desde,Undirected,21964,,,1,0
musical,mini,Undirected,21963,,,1,0
musical,lançament,Undirected,21960,,,2,1
musical,@pazziniandre,Undirected,21958,,,2,1
musical,🥰,Undirected,21954,,,4,3
musical,lançamento,Undirected,21952,,,2,1
musical,presidente,Undirected,21948,,,4,3
musical,futura,Undirected,21944,,,4,3
musical,diário,Undirected,21940,,,4,3
musical,series,Undirected,21932,,,8,7
musical,musical,Undirected,21928,,,4,3
musical,the,Undirected,21912,,,16,15
the,momento,Undirected,22108,,,1,0
the,esperei,Undirected,22107,,,1,0
the,prometeu,Undirected,22106,,,1,0
the,stuff,Undirected,22105,,,1,0
the,right,Undirected,22104,,,1,0
the,decepcionem,Undirected,22101,,,2,1
the,gonies,Undirected,22099,,,2,1
the,pimentinha,Undirected,22097,,,2,1
the,ana,Undirected,22095,,,2,1
the,patos,Undirected,22093,,,2,1
the,super,Undirected,22091,,,2,1
the,quack,Undirected,22089,,,2,1
the,tv,Undirected,22087,,,2,1
the,pateta,Undirected,22085,,,2,1
the,turma,Undirected,22083,,,2,1
the,cruj,Undirected,22081,,,2,1
the,geração,Undirected,22079,,,2,1
the,velhinhos,Undirected,22077,,,2,1
the,desenhos,Undirected,22075,,,2,1
the,cadê,Undirected,22073,,,2,1
the,"#themandalorian",Undirected,22072,,,1,0
the,😊,Undirected,22071,,,1,0
the,️,Undirected,22070,,,1,0
the,❤,Undirected,22069,,,1,0
the,títulos,Undirected,22068,,,1,0
the,todos,Undirected,22067,,,1,0
the,wars,Undirected,22066,,,1,0
the,star,Undirected,22065,,,1,0
the,linda,Undirected,22064,,,1,0
the,página,Undirected,22063,,,1,0
the,abriu,Undirected,22062,,,1,0
the,logo,Undirected,22061,,,1,0
the,foto,Undirected,22060,,,1,0
the,child,Undirected,22059,,,1,0
the,escolhi,Undirected,22058,,,1,0
the,amei,Undirected,22057,,,1,0
the,tá,Undirected,22055,,,1,0
the,temporada,Undirected,22053,,,2,1
the,resto,Undirected,22051,,,2,1
the,cade,Undirected,22049,,,2,1
the,comecei,Undirected,22047,,,2,1
the,inclusive,Undirected,22045,,,2,1
the,kkkkkk,Undirected,22044,,,1,0
the,grazadeus,Undirected,22043,,,1,0
the,manhã,Undirected,22042,,,1,0
the,vi,Undirected,22040,,,2,1
the,ata,Undirected,22039,,,1,0
the,jurava,Undirected,22033,,,2,1
the,episódio,Undirected,22031,,,2,1
the,hsm,Undirected,22029,,,2,1
the,lançament,Undirected,22027,,,2,1
the,@pazziniandre,Undirected,22025,,,2,1
the,🥰,Undirected,22023,,,2,1
the,lançamento,Undirected,22021,,,2,1
the,presidente,Undirected,22017,,,4,3
the,futura,Undirected,22013,,,4,3
the,diário,Undirected,22009,,,4,3
the,series,Undirected,22001,,,8,7
the,the,Undirected,21997,,,4,3
series,temporada,Undirected,22135,,,1,0
series,resto,Undirected,22134,,,1,0
series,cade,Undirected,22133,,,1,0
series,comecei,Undirected,22132,,,1,0
series,inclusive,Undirected,22131,,,1,0
series,jurava,Undirected,22128,,,1,0
series,episódio,Undirected,22127,,,1,0
series,hsm,Undirected,22126,,,1,0
series,série,Undirected,22125,,,1,0
series,place,Undirected,22124,,,1,0
series,waverly,Undirected,22123,,,1,0
series,feiticeiros,Undirected,22122,,,1,0
series,desde,Undirected,22121,,,1,0
series,mini,Undirected,22120,,,1,0
series,lançament,Undirected,22118,,,1,0
series,@pazziniandre,Undirected,22117,,,1,0
series,🥰,Undirected,22116,,,1,0
series,lançamento,Undirected,22115,,,1,0
series,presidente,Undirected,22113,,,2,1
series,futura,Undirected,22111,,,2,1
series,diário,Undirected,22109,,,2,1
diário,lançament,Undirected,22143,,,1,0
diário,@pazziniandre,Undirected,22142,,,1,0
diário,🥰,Undirected,22141,,,1,0
diário,lançamento,Undirected,22140,,,1,0
diário,presidente,Undirected,22138,,,2,1
diário,futura,Undirected,22136,,,2,1
futura,lançament,Undirected,22149,,,1,0
futura,@pazziniandre,Undirected,22148,,,1,0
futura,🥰,Undirected,22147,,,1,0
futura,lançamento,Undirected,22146,,,1,0
futura,presidente,Undirected,22144,,,2,1
presidente,lançament,Undirected,22153,,,1,0
presidente,@pazziniandre,Undirected,22152,,,1,0
presidente,🥰,Undirected,22151,,,1,0
presidente,lançamento,Undirected,22150,,,1,0
lançamento,futuro,Undirected,22183,,,2,1
lançamento,listinha,Undirected,22179,,,2,1
lançamento,colocar,Undirected,22177,,,2,1
lançamento,dá,Undirected,22175,,,2,1
lançamento,brasil,Undirected,22173,,,2,1
lançamento,streaming,Undirected,22171,,,2,1
lançamento,entrarem,Undirected,22169,,,2,1
lançamento,algumas,Undirected,22167,,,2,1
lançamento,apesar,Undirected,22165,,,2,1
lançamento,rever,Undirected,22163,,,2,1
lançamento,channel,Undirected,22161,,,2,1
lançamento,sobre,Undirected,22159,,,2,1
lançamento,vídeo,Undirected,22157,,,2,1
lançamento,fevereiro,Undirected,22155,,,2,1
lançamento,🥰,Undirected,22154,,,1,0
"🥰",🥰,Undirected,22218,,,1,0
"🥰",adolescência,Undirected,22216,,,2,1
"🥰",favoritos,Undirected,22214,,,2,1
"🥰",estreando,Undirected,22212,,,2,1
"🥰",😭,Undirected,22211,,,1,0
"🥰",feliz,Undirected,22209,,,1,0
"🥰",tô,Undirected,22208,,,1,0
"🥰",preciosidade,Undirected,22207,,,1,0
"🥰",sério,Undirected,22205,,,1,0
"🥰",️,Undirected,22204,,,1,0
"🥰",❤,Undirected,22203,,,1,0
"🥰",🥺,Undirected,22202,,,1,0
"🥰",🏼,Undirected,22201,,,1,0
"🥰",🙌,Undirected,22200,,,1,0
"🥰",ar,Undirected,22199,,,1,0
"🥰",bracinhos,Undirected,22197,,,1,0
"🥰",joga,Undirected,22196,,,1,0
"🥰",encantadoaapaixonadoa,Undirected,22195,,,1,0
"🥰",%,Undirected,22194,,,1,0
"🥰",100,Undirected,22193,,,1,0
"🥰",emocionando,Undirected,22192,,,1,0
"🥰",vagabundo,Undirected,22191,,,1,0
"🥰",dama,Undirected,22190,,,1,0
"🥰",action,Undirected,22189,,,1,0
"🥰",live,Undirected,22188,,,1,0
"🥰",valer,Undirected,22187,,,1,0
@pazziniandre,lançament,Undirected,22219,,,1,0
24,channel,Undirected,22233,,,1,0
24,série,Undirected,22232,,,1,0
24,desenho,Undirected,22231,,,1,0
24,assistindo,Undirected,22230,,,1,0
24,livre,Undirected,22229,,,1,0
24,hora,Undirected,22228,,,1,0
24,qualquer,Undirected,22227,,,1,0
24,toda,Undirected,22226,,,1,0
24,passar,Undirected,22225,,,1,0
24,oportunidade,Undirected,22224,,,1,0
24,assim,Undirected,22223,,,1,0
24,pulando,Undirected,22222,,,1,0
24,estar,Undirected,22221,,,1,0
24,horas,Undirected,22220,,,1,0
horas,hamilton,Undirected,22249,,,1,0
horas,party,Undirected,22248,,,1,0
horas,watch,Undirected,22247,,,1,0
horas,channel,Undirected,22246,,,1,0
horas,série,Undirected,22245,,,1,0
horas,desenho,Undirected,22244,,,1,0
horas,assistindo,Undirected,22243,,,1,0
horas,livre,Undirected,22242,,,1,0
horas,hora,Undirected,22241,,,1,0
horas,qualquer,Undirected,22240,,,1,0
horas,toda,Undirected,22239,,,1,0
horas,passar,Undirected,22238,,,1,0
horas,oportunidade,Undirected,22237,,,1,0
horas,assim,Undirected,22236,,,1,0
horas,pulando,Undirected,22235,,,1,0
horas,estar,Undirected,22234,,,1,0
estar,channel,Undirected,22261,,,1,0
estar,série,Undirected,22260,,,1,0
estar,desenho,Undirected,22259,,,1,0
estar,assistindo,Undirected,22258,,,1,0
estar,livre,Undirected,22257,,,1,0
estar,hora,Undirected,22256,,,1,0
estar,qualquer,Undirected,22255,,,1,0
estar,toda,Undirected,22254,,,1,0
estar,passar,Undirected,22253,,,1,0
estar,oportunidade,Undirected,22252,,,1,0
estar,assim,Undirected,22251,,,1,0
estar,pulando,Undirected,22250,,,1,0
pulando,channel,Undirected,22272,,,1,0
pulando,série,Undirected,22271,,,1,0
pulando,desenho,Undirected,22270,,,1,0
pulando,assistindo,Undirected,22269,,,1,0
pulando,livre,Undirected,22268,,,1,0
pulando,hora,Undirected,22267,,,1,0
pulando,qualquer,Undirected,22266,,,1,0
pulando,toda,Undirected,22265,,,1,0
pulando,passar,Undirected,22264,,,1,0
pulando,oportunidade,Undirected,22263,,,1,0
pulando,assim,Undirected,22262,,,1,0
assim,channel,Undirected,22282,,,1,0
assim,série,Undirected,22281,,,1,0
assim,desenho,Undirected,22280,,,1,0
assim,assistindo,Undirected,22279,,,1,0
assim,livre,Undirected,22278,,,1,0
assim,hora,Undirected,22277,,,1,0
assim,qualquer,Undirected,22276,,,1,0
assim,toda,Undirected,22275,,,1,0
assim,passar,Undirected,22274,,,1,0
assim,oportunidade,Undirected,22273,,,1,0
oportunidade,channel,Undirected,22291,,,1,0
oportunidade,série,Undirected,22290,,,1,0
oportunidade,desenho,Undirected,22289,,,1,0
oportunidade,assistindo,Undirected,22288,,,1,0
oportunidade,livre,Undirected,22287,,,1,0
oportunidade,hora,Undirected,22286,,,1,0
oportunidade,qualquer,Undirected,22285,,,1,0
oportunidade,toda,Undirected,22284,,,1,0
oportunidade,passar,Undirected,22283,,,1,0
passar,channel,Undirected,22299,,,1,0
passar,série,Undirected,22298,,,1,0
passar,desenho,Undirected,22297,,,1,0
passar,assistindo,Undirected,22296,,,1,0
passar,livre,Undirected,22295,,,1,0
passar,hora,Undirected,22294,,,1,0
passar,qualquer,Undirected,22293,,,1,0
passar,toda,Undirected,22292,,,1,0
toda,@disney,Undirected,22315,,,1,0
toda,❤,Undirected,22313,,,1,0
toda,"#themandalorian",Undirected,22307,,,1,0
toda,channel,Undirected,22306,,,1,0
toda,série,Undirected,22305,,,1,0
toda,desenho,Undirected,22304,,,1,0
toda,assistindo,Undirected,22303,,,1,0
toda,livre,Undirected,22302,,,1,0
toda,hora,Undirected,22301,,,1,0
toda,qualquer,Undirected,22300,,,1,0
qualquer,channel,Undirected,22325,,,1,0
qualquer,série,Undirected,22324,,,1,0
qualquer,desenho,Undirected,22323,,,1,0
qualquer,assistindo,Undirected,22322,,,1,0
qualquer,livre,Undirected,22321,,,1,0
qualquer,hora,Undirected,22320,,,1,0
hora,"#hannahmontana",Undirected,22362,,,1,0
hora,nome,Undirected,22361,,,1,0
hora,honrar,Undirected,22360,,,1,0
hora,hd,Undirected,22359,,,1,0
hora,remasterizar,Undirected,22358,,,1,0
hora,anos,Undirected,22357,,,1,0
hora,quantos,Undirected,22356,,,1,0
hora,demorar,Undirected,22355,,,1,0
hora,caramba,Undirected,22353,,,1,0
hora,sd,Undirected,22352,,,1,0
hora,disponível,Undirected,22351,,,1,0
hora,@disney,Undirected,22350,,,1,0
hora,sucesso,Undirected,22349,,,1,0
hora,umas,Undirected,22348,,,1,0
hora,vejo,Undirected,22347,,,1,0
hora,olho,Undirected,22346,,,1,0
hora,ar,Undirected,22344,,,1,0
hora,tá,Undirected,22342,,,2,1
hora,aqui,Undirected,22341,,,1,0
hora,consertar,Undirected,22340,,,1,0
hora,colocar,Undirected,22337,,,1,0
hora,channel,Undirected,22331,,,1,0
hora,série,Undirected,22329,,,2,1
hora,desenho,Undirected,22328,,,1,0
hora,assistindo,Undirected,22327,,,1,0
hora,livre,Undirected,22326,,,1,0
livre,channel,Undirected,22366,,,1,0
livre,série,Undirected,22365,,,1,0
livre,desenho,Undirected,22364,,,1,0
livre,assistindo,Undirected,22363,,,1,0
assistindo,mar,Undirected,22388,,,1,0
assistindo,retorno,Undirected,22387,,,1,0
assistindo,2,Undirected,22386,,,1,0
assistindo,sereia,Undirected,22385,,,1,0
assistindo,pequena,Undirected,22384,,,1,0
assistindo,️,Undirected,22380,,,4,3
assistindo,❤,Undirected,22376,,,4,3
assistindo,vagabundo,Undirected,22375,,,1,0
assistindo,dama,Undirected,22374,,,1,0
assistindo,comecei,Undirected,22372,,,2,1
assistindo,ligada,Undirected,22371,,,1,0
assistindo,channel,Undirected,22369,,,1,0
assistindo,série,Undirected,22368,,,1,0
assistindo,desenho,Undirected,22367,,,1,0
desenho,channel,Undirected,22390,,,1,0
desenho,série,Undirected,22389,,,1,0
série,terminar,Undirected,22479,,,2,1
série,conseguir,Undirected,22477,,,2,1
série,filme,Undirected,22475,,,2,1
série,coloquei,Undirected,22473,,,2,1
série,️,Undirected,22469,,,4,3
série,♥,Undirected,22465,,,4,3
série,violetta,Undirected,22463,,,2,1
série,série,Undirected,22460,,,1,0
série,10,Undirected,22458,,,2,1
série,top,Undirected,22456,,,2,1
série,amo,Undirected,22454,,,2,1
série,"#garotaconheceomundo",Undirected,22452,,,2,1
série,correndo,Undirected,22450,,,2,1
série,"#hannahmontana",Undirected,22449,,,1,0
série,nome,Undirected,22448,,,1,0
série,honrar,Undirected,22447,,,1,0
série,tá,Undirected,22446,,,1,0
série,hd,Undirected,22445,,,1,0
série,remasterizar,Undirected,22444,,,1,0
série,anos,Undirected,22443,,,1,0
série,quantos,Undirected,22442,,,1,0
série,demorar,Undirected,22441,,,1,0
série,caramba,Undirected,22439,,,1,0
série,sd,Undirected,22438,,,1,0
série,@disney,Undirected,22436,,,1,0
série,sucesso,Undirected,22435,,,1,0
série,umas,Undirected,22434,,,1,0
série,vejo,Undirected,22433,,,1,0
série,olho,Undirected,22432,,,1,0
série,vi,Undirected,22420,,,1,0
série,disponível,Undirected,22416,,,2,1
série,país,Undirected,22411,,,1,0
série,brasil,Undirected,22409,,,1,0
série,mcguire,Undirected,22407,,,1,0
série,lizzie,Undirected,22406,,,1,0
série,rever,Undirected,22400,,,1,0
série,vamos,Undirected,22399,,,1,0
série,place,Undirected,22397,,,1,0
série,waverly,Undirected,22396,,,1,0
série,feiticeiros,Undirected,22395,,,1,0
série,desde,Undirected,22394,,,1,0
série,mini,Undirected,22393,,,1,0
série,channel,Undirected,22391,,,1,0
channel,futuro,Undirected,22507,,,2,1
channel,listinha,Undirected,22503,,,2,1
channel,colocar,Undirected,22501,,,2,1
channel,dá,Undirected,22499,,,2,1
channel,brasil,Undirected,22497,,,2,1
channel,streaming,Undirected,22495,,,2,1
channel,entrarem,Undirected,22493,,,2,1
channel,algumas,Undirected,22491,,,2,1
channel,apesar,Undirected,22489,,,2,1
channel,rever,Undirected,22487,,,2,1
channel,sobre,Undirected,22485,,,2,1
channel,vídeo,Undirected,22483,,,2,1
channel,fevereiro,Undirected,22481,,,2,1
tô,outras,Undirected,22695,,,1,0
tô,pateta,Undirected,22694,,,1,0
tô,turma,Undirected,22693,,,1,0
tô,tarzan,Undirected,22692,,,1,0
tô,hércules,Undirected,22691,,,1,0
tô,sereia,Undirected,22690,,,1,0
tô,pequena,Undirected,22689,,,1,0
tô,aladdin,Undirected,22688,,,1,0
tô,90,Undirected,22687,,,1,0
tô,anos,Undirected,22686,,,1,0
tô,animadas,Undirected,22685,,,1,0
tô,cadê,Undirected,22684,,,1,0
tô,😭,Undirected,22683,,,1,0
tô,feliz,Undirected,22681,,,1,0
tô,preciosidade,Undirected,22680,,,1,0
tô,sério,Undirected,22678,,,1,0
tô,️,Undirected,22677,,,1,0
tô,❤,Undirected,22676,,,1,0
tô,🥺,Undirected,22675,,,1,0
tô,🏼,Undirected,22674,,,1,0
tô,ar,Undirected,22673,,,1,0
tô,bracinhos,Undirected,22671,,,1,0
tô,joga,Undirected,22670,,,1,0
tô,encantadoaapaixonadoa,Undirected,22669,,,1,0
tô,%,Undirected,22668,,,1,0
tô,100,Undirected,22667,,,1,0
tô,🙌,Undirected,22665,,,2,1
tô,postarem,Undirected,22664,,,1,0
tô,vcs,Undirected,22663,,,1,0
tô,raven,Undirected,22660,,,1,0
tô,visões,Undirected,22659,,,1,0
tô,surtando,Undirected,22657,,,2,1
tô,tô,Undirected,22656,,,1,0
tô,fala,Undirected,22654,,,2,1
tô,assistidos,Undirected,22652,,,2,1
tô,poder,Undirected,22650,,,2,1
tô,vão,Undirected,22648,,,2,1
tô,acquaria,Undirected,22646,,,2,1
tô,junior,Undirected,22644,,,2,1
tô,sandy,Undirected,22642,,,2,1
tô,&,Undirected,22640,,,2,1
tô,golfinhos,Undirected,22638,,,2,1
tô,segredo,Undirected,22636,,,2,1
tô,eliana,Undirected,22634,,,2,1
tô,crendo,Undirected,22632,,,2,1
crendo,surtando,Undirected,22708,,,1,0
crendo,fala,Undirected,22707,,,1,0
crendo,assistidos,Undirected,22706,,,1,0
crendo,poder,Undirected,22705,,,1,0
crendo,vão,Undirected,22704,,,1,0
crendo,acquaria,Undirected,22703,,,1,0
crendo,junior,Undirected,22702,,,1,0
crendo,sandy,Undirected,22701,,,1,0
crendo,&,Undirected,22700,,,1,0
crendo,golfinhos,Undirected,22699,,,1,0
crendo,segredo,Undirected,22698,,,1,0
crendo,eliana,Undirected,22697,,,1,0
eliana,surtando,Undirected,22719,,,1,0
eliana,fala,Undirected,22718,,,1,0
eliana,assistidos,Undirected,22717,,,1,0
eliana,poder,Undirected,22716,,,1,0
eliana,vão,Undirected,22715,,,1,0
eliana,acquaria,Undirected,22714,,,1,0
eliana,junior,Undirected,22713,,,1,0
eliana,sandy,Undirected,22712,,,1,0
eliana,&,Undirected,22711,,,1,0
eliana,golfinhos,Undirected,22710,,,1,0
eliana,segredo,Undirected,22709,,,1,0
segredo,surtando,Undirected,22729,,,1,0
segredo,fala,Undirected,22728,,,1,0
segredo,assistidos,Undirected,22727,,,1,0
segredo,poder,Undirected,22726,,,1,0
segredo,vão,Undirected,22725,,,1,0
segredo,acquaria,Undirected,22724,,,1,0
segredo,junior,Undirected,22723,,,1,0
segredo,sandy,Undirected,22722,,,1,0
segredo,&,Undirected,22721,,,1,0
segredo,golfinhos,Undirected,22720,,,1,0
golfinhos,surtando,Undirected,22738,,,1,0
golfinhos,fala,Undirected,22737,,,1,0
golfinhos,assistidos,Undirected,22736,,,1,0
golfinhos,poder,Undirected,22735,,,1,0
golfinhos,vão,Undirected,22734,,,1,0
golfinhos,acquaria,Undirected,22733,,,1,0
golfinhos,junior,Undirected,22732,,,1,0
golfinhos,sandy,Undirected,22731,,,1,0
golfinhos,&,Undirected,22730,,,1,0
&,branca,Undirected,22771,,,1,0
&,casa,Undirected,22770,,,1,0
&,cory,Undirected,22769,,,1,0
&,bordo,Undirected,22768,,,1,0
&,gêmeos,Undirected,22767,,,1,0
&,cody,Undirected,22766,,,1,0
&,zack,Undirected,22765,,,1,0
&,sentido,Undirected,22764,,,1,0
&,derek,Undirected,22763,,,1,0
&,raven,Undirected,22762,,,1,0
&,visões,Undirected,22761,,,1,0
&,mcguire,Undirected,22760,,,1,0
&,lizzie,Undirected,22759,,,1,0
&,anual,Undirected,22758,,,1,0
&,plano,Undirected,22757,,,1,0
&,assinar,Undirected,22756,,,1,0
&,fez,Undirected,22755,,,1,0
&,semana,Undirected,22753,,,1,0
&,umas,Undirected,22750,,,1,0
&,surtando,Undirected,22746,,,1,0
&,fala,Undirected,22745,,,1,0
&,assistidos,Undirected,22744,,,1,0
&,poder,Undirected,22743,,,1,0
&,vão,Undirected,22742,,,1,0
&,acquaria,Undirected,22741,,,1,0
&,junior,Undirected,22740,,,1,0
&,sandy,Undirected,22739,,,1,0
sandy,surtando,Undirected,22778,,,1,0
sandy,fala,Undirected,22777,,,1,0
sandy,assistidos,Undirected,22776,,,1,0
sandy,poder,Undirected,22775,,,1,0
sandy,vão,Undirected,22774,,,1,0
sandy,acquaria,Undirected,22773,,,1,0
sandy,junior,Undirected,22772,,,1,0
junior,surtando,Undirected,22784,,,1,0
junior,fala,Undirected,22783,,,1,0
junior,assistidos,Undirected,22782,,,1,0
junior,poder,Undirected,22781,,,1,0
