,user_screen_name,user_id,user_is_verified,retweeted_from_screen_name,retweeted_from_id,retweeted_from_is_verified,screen_name_mention_1,id_mention_1,in_reply_to_screen_name,in_reply_to_user_id,created_at,id,text,retweet_count,favorite_count,user_followers,user_following
0,Jxvxt,15455204,False,,0,,,0,0,0,2020-11-15 20:49:55,1328077793872158720,Navidaaaaaa https://t.co/h63g5k4jfj,0,0,510,363
1,tini_ruggelaria,1065656300187602945,False,likemrtina,1300249266070474752,False,likemrtina,1300249266070474752,0,0,2020-11-15 20:47:55,1328077291444969473,"RT @likemrtina: conheçam mais sobre o trabalho da violetta ,hoje em dia ela é a tini #DisneyPlus https://t.co/0nb9MHOE5P",172,0,68,149
2,GomesKayc,1177026868102475777,False,,0,,,0,0,0,2020-11-15 20:47:52,1328077279495380994,"quem quiser pagar o #DisneyPlus comigo, chama no dd :) https://t.co/4PpnExXMoo",0,0,90,415
3,brenocbar,45075546,False,,0,,,0,0,0,2020-11-15 20:47:43,1328077239943122949,A Disney consultou o Twitter antes de chamar Claudinha Milk e Michel Teló pra divulgar o #DisneyPlus ? 🤦🏻‍♂️Comprei… https://t.co/sl9VgffI0C,0,0,329,579
4,ktaesunset,1245523351893880835,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-15 20:44:33,1328076443960610817,"RT @DisneyPlusBR: De Branca de Neve e os Sete Anões a The Mandalorian - e todos os stormtroopers.

Aproveite os últimos dias da oferta de p…",38,0,26,78
5,tiagobacelar,51188475,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-15 20:43:17,1328076123671048200,"RT @DisneyPlusBR: De Branca de Neve e os Sete Anões a The Mandalorian - e todos os stormtroopers.

Aproveite os últimos dias da oferta de p…",38,0,295,2922
6,bielkowisk,168284996,False,bug_bourgeis,1258872790356197376,False,bug_bourgeis,1258872790356197376,0,0,2020-11-15 20:42:26,1328075911074369538,RT @bug_bourgeis: Essa é minha opinião sobre #DisneyPlus https://t.co/ReZv6d8llK,409,0,443,346
7,loveforJuli0,1299119463426646026,False,julxbela,1308228285705453569,False,julxbela,1308228285705453569,0,0,2020-11-15 20:41:52,1328075769545973766,"RT @julxbela: BIA trata de assuntos como: Gordofobia, cyberbullying, machismo, e muito mais. A SÉRIE DO MILÊNIO
Dêem uma chance quando o Di…",14,0,187,107
8,iasminSilva2006,1306705101432782850,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-15 20:41:31,1328075681083908097,"RT @DisneyPlusBR: De Branca de Neve e os Sete Anões a The Mandalorian - e todos os stormtroopers.

Aproveite os últimos dias da oferta de p…",38,0,21,186
9,CecilyaCota,1213466050529902592,False,itsruiero,335714612,False,itsruiero,335714612,0,0,2020-11-15 20:41:10,1328075592898646022,"RT @itsruiero: Não estou preparada para sofrer com o ultimo show de Soy Luna no #DisneyPlus
https://t.co/ffaX2EseR1",24,0,20,29
10,MauricioFerr_,1076676285294882816,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-15 20:37:14,1328074603751763974,"RT @DisneyPlusBR: De Branca de Neve e os Sete Anões a The Mandalorian - e todos os stormtroopers.

Aproveite os últimos dias da oferta de p…",38,0,50,352
11,AgentKryptonian,1225903464087248896,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-15 20:34:58,1328074033959739392,"RT @DisneyPlusBR: De Branca de Neve e os Sete Anões a The Mandalorian - e todos os stormtroopers.

Aproveite os últimos dias da oferta de p…",38,0,481,496
12,jeferson_loyola,1037831417164652545,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-15 20:34:49,1328073995279867905,"RT @DisneyPlusBR: De Branca de Neve e os Sete Anões a The Mandalorian - e todos os stormtroopers.

Aproveite os últimos dias da oferta de p…",38,0,55,169
