,user_screen_name,user_id,user_is_verified,retweeted_from_screen_name,retweeted_from_id,retweeted_from_is_verified,screen_name_mention_1,id_mention_1,in_reply_to_screen_name,in_reply_to_user_id,created_at,id,text,retweet_count,favorite_count,user_followers,user_following
0,Beautyfolklore,3093542615,False,anthunesarth,363979363,False,anthunesarth,363979363,0,0,2020-11-05 23:56:44,1324500928611913728,RT @anthunesarth: É O QUE ELA MERECE. Esquire Magazine elegeu “Black Is King” da Beyoncé como um dos MELHORES MUSICAIS DE TODOS OS TEMPOS.…,105,0,2347,2963
1,wolvesmatts,768446899275894784,False,,0,,almanaquedisney,1107858549131145216,almanaquedisney,1107858549131145216,2020-11-05 23:56:00,1324500747409674243,@almanaquedisney @Variety .@disneyplus faça o seu trabalho e puxa eles,0,0,1685,1018
2,JesusEn32161933,1255122042921385989,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-05 23:52:59,1324499986281713664,"RT @DisneyPlusBR: 🚨Agora o #DisneyPlus foi longe demais!🚨 Quem quiser descobrir quais personagens estão escondidos no seu DNA, é só acessar…",99,0,428,1077
3,tinhoalvees,242973696,False,,0,,ManiaVioletta,922034346,ManiaVioletta,922034346,2020-11-05 23:52:35,1324499887053066243,@ManiaVioletta @TiniStoessel @DisneyPlusBR @disneyplus @disneyplusla Como assim? A série nem foi gravada uai,0,0,160,278
4,tiagobacelar,51188475,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-05 23:49:22,1324499076709261316,"RT @DisneyPlusBR: 🚨Agora o #DisneyPlus foi longe demais!🚨 Quem quiser descobrir quais personagens estão escondidos no seu DNA, é só acessar…",99,0,296,2921
5,musicphantoms,1276510042502676481,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-05 23:48:40,1324498901689356289,"RT @DisneyPlusBR: 🚨Agora o #DisneyPlus foi longe demais!🚨 Quem quiser descobrir quais personagens estão escondidos no seu DNA, é só acessar…",99,0,821,1025
6,madwliv,1158101793999659009,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-05 23:46:09,1324498267804225536,"RT @DisneyPlusBR: 🚨Agora o #DisneyPlus foi longe demais!🚨 Quem quiser descobrir quais personagens estão escondidos no seu DNA, é só acessar…",99,0,1617,1695
7,alwaysdisneybia,855875185186140160,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-05 23:39:47,1324496664070180866,"RT @DisneyPlusBR: 🚨Agora o #DisneyPlus foi longe demais!🚨 Quem quiser descobrir quais personagens estão escondidos no seu DNA, é só acessar…",99,0,161,64
8,brunomaury_,1291247134164103168,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-05 23:35:06,1324495487181955072,"RT @DisneyPlusBR: 🚨Agora o #DisneyPlus foi longe demais!🚨 Quem quiser descobrir quais personagens estão escondidos no seu DNA, é só acessar…",99,0,34,42
9,cocoamauricio,95060695,False,,0,,flpms,35927650,cocoamauricio,95060695,2020-11-05 23:34:52,1324495426381357056,@flpms @disneyplus Tu não tem como cancelar o seu preorder e esperar o do ML? 🤔,0,1,393,691
10,yoncebailey,1274345965269536773,False,poolsdrunk,763959218286100480,False,poolsdrunk,763959218286100480,0,0,2020-11-05 23:34:36,1324495358362341376,"RT @poolsdrunk: Ao lado de clássicos como “Nasce uma Estrela” de 1954, “O Mágico de Oz” e “A Noviça Rebelde”, Black is King foi eleito pela…",52,0,373,560
