,user_screen_name,user_id,user_is_verified,retweeted_from_screen_name,retweeted_from_id,retweeted_from_is_verified,screen_name_mention_1,id_mention_1,in_reply_to_screen_name,in_reply_to_user_id,created_at,id,text,retweet_count,favorite_count,user_followers,user_following
0,guiadisneyplus,1273233886751993856,False,IceWolf_17,858720797116026882,False,IceWolf_17,858720797116026882,0,0,2020-11-16 16:10:47,1328369935781941253,RT @IceWolf_17: Tô pensando em fazer um sorteio de uma assinatura do #DisneyPlus quando disponibilizarem gift card (cartão de presente) aqu…,1,0,589,23
1,santiagtzier,2757634588,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-16 16:10:21,1328369827178754049,RT @DisneyPlusBR: Ao infinito e ao #DisneyPlus. Qual vai ser o primeiro conteúdo que você vai assistir? Compartilhe com #QueroVerPrimeiro.…,137,0,3513,3833
2,ocidsouza,910934041603579910,False,,0,,clare_ncio,1214722022821023744,clare_ncio,1214722022821023744,2020-11-16 16:10:19,1328369818597273602,"@clare_ncio @almanaquedisney https://t.co/LUb0W6PUwc
tenta aqui, pq eu baixei com o vpn ano passado, não sei se com… https://t.co/3zmsTzy6SB",0,1,927,345
3,CarolChristo_,66893999,False,,0,,,0,0,0,2020-11-16 16:09:48,1328369688766722050,Tá quase chegando a hora do #DisneyPlus 😍,0,0,327,356
4,wondermarquez,70724040,False,,0,,,0,0,0,2020-11-16 16:09:47,1328369684908027905,Será se estou apenas vivendo pelo dia de amanhã? #DisneyPlus,0,0,1483,986
5,IceWolf_17,858720797116026882,False,guiadisneyplus,1273233886751993856,False,guiadisneyplus,1273233886751993856,0,0,2020-11-16 16:09:41,1328369659876401152,RT @guiadisneyplus: Filmes de Sandy e Eliana já aparecem no catálogo do Disney Plus! #DisneyPlus #DisneyPlusBrasil https://t.co/9oNT586oQM,1,0,543,196
6,isahskywalker,3308317221,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-16 16:09:07,1328369518910058505,RT @DisneyPlusBR: Ao infinito e ao #DisneyPlus. Qual vai ser o primeiro conteúdo que você vai assistir? Compartilhe com #QueroVerPrimeiro.…,137,0,845,736
7,guiadisneyplus,1273233886751993856,False,,0,,,0,0,0,2020-11-16 16:09:02,1328369497875640321,Filmes de Sandy e Eliana já aparecem no catálogo do Disney Plus! #DisneyPlus #DisneyPlusBrasil https://t.co/9oNT586oQM,1,3,589,23
8,guiadisneyplus,1273233886751993856,False,,0,,,0,0,0,2020-11-16 16:09:02,1328369496164282368,Disney+ Adiciona 2 Novas Coleções: Boas Festas e Esqueceram de Mim #DisneyPlus #DisneyPlusBrasil https://t.co/VkMVh7H9hn,0,1,589,23
9,josewemers0n,811664308904071168,False,DisneyPlusHelp,1105147068409102336,True,DisneyPlusHelp,1105147068409102336,0,0,2020-11-16 16:09:02,1328369495468085253,RT @DisneyPlusHelp: @alsvrj Olá! Você pode ver uma lista dos dispositivos compatíveis aqui: https://t.co/LEiPI10GXA. Esperamos que essa inf…,0,0,232,151
10,LidiCentral,1320851693031051266,False,dicasdisneyplus,1192960088069292033,False,dicasdisneyplus,1192960088069292033,0,0,2020-11-16 16:07:43,1328369165015674881,"RT @dicasdisneyplus: Tá afim de ganhar 1 ano de Disney Plus? Então se liga:
1 - Siga @dicasdisneyplus e @sitearena51
2 - Curta e dê RT ness…",133,0,11,70
11,carolmanganaro,34642873,False,carolmanganaro,34642873,False,carolmanganaro,34642873,0,0,2020-11-16 16:06:54,1328368961478680576,"RT @carolmanganaro: FOI A GENTE QUE PEDIU SIM!!! O filme "" Acquaria "" vai estar no catálogo da Disney Plus!!! 😍😍😍😍 #DisneyPlus #DisneyPlusB…",1,0,775,126
12,AssistirBot,2571806300,False,vitaobarata,1116736791531401223,False,vitaobarata,1116736791531401223,0,0,2020-11-16 16:06:48,1328368932818984960,"RT @vitaobarata: Muitos vão falar que justo na semana que a @DisneyPlusBR vai ficar disponível o @baratacast fez episódio falando sobre. 
M…",1,0,4629,0
13,senhorwc,308600796,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-16 16:05:20,1328368566446546944,"RT @DisneyPlusBR: Viva uma experiência visual única com #BlackIsKing, o álbum conceitual da @Beyonce. Disponível em 17 de novembro. Só no #…",171,0,534,595
14,MercadoLivre,15166137,True,,0,,bahiadeprimeira,2322017863,bahiadeprimeira,2322017863,2020-11-16 16:04:38,1328368390897995776,"@bahiadeprimeira @DisneyPlusBR @globoplay Quanto ao pagamento, você também pode escolher entre cartão de crédito, s… https://t.co/cUljEPtsr2",0,0,81217,14402
15,DisneyPlusHelp,1105147068409102336,True,,0,,RodolfoMotaGM,529779489,RodolfoMotaGM,529779489,2020-11-16 16:04:02,1328368238833623040,"@RodolfoMotaGM Olá, Rodolfo! Lamentamos saber deste problema. Para começar, consulte:https://t.co/NCNNWmXBxG.  Se o… https://t.co/v2u7dnwta6",0,0,38888,76
16,beyIvee,708043750908534784,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-16 16:03:00,1328367976370810880,"RT @DisneyPlusBR: #BlackIsKing, um filme da @Beyonce. Experiencie o álbum visual inspirado em The Lion King: The Gift, disponível em 17 de…",143,0,1488,997
17,oKaicFranca,304463951,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-16 16:00:54,1328367451474681863,RT @DisneyPlusBR: Ao infinito e ao #DisneyPlus. Qual vai ser o primeiro conteúdo que você vai assistir? Compartilhe com #QueroVerPrimeiro.…,137,0,160,626
18,jameskrazy20,145458727,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-16 16:00:50,1328367430926741506,RT @DisneyPlusBR: Ao infinito e ao #DisneyPlus. Qual vai ser o primeiro conteúdo que você vai assistir? Compartilhe com #QueroVerPrimeiro.…,137,0,90,488
19,augstgirI,1262412865115500544,False,,0,,,0,0,0,2020-11-16 15:57:57,1328366705211535361,aguardando o disneyplus chegar aqui amanhã pra ver os charts de all i want e wondering subindo,0,2,117,155
20,_pingu42,60757472,False,baratacast,1016526626883014656,False,baratacast,1016526626883014656,0,0,2020-11-16 15:57:48,1328366668192620550,"RT @baratacast: Qual a primeira obra que vocês irão assistir no #DisneyPlus ?

https://t.co/qiCHSFsGhU

#mickey #DisneyPlusBR #disneyplusbr…",1,0,93,304
21,ANAFERR35177371,1044172853992656897,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-16 15:54:39,1328365877142630400,"RT @DisneyPlusBR: Chega uma nova era. #WandaVision, uma série original da @MarvelStudios, disponível em 15 de janeiro. Só no #DisneyPlus.…",59,0,730,1861
