,user_screen_name,user_id,user_is_verified,retweeted_from_screen_name,retweeted_from_id,retweeted_from_is_verified,screen_name_mention_1,id_mention_1,in_reply_to_screen_name,in_reply_to_user_id,created_at,id,text,retweet_count,favorite_count,user_followers,user_following
0,butterflykarols,1125606636847009792,False,tutiempoeshoysl,896819423067209729,False,tutiempoeshoysl,896819423067209729,0,0,2020-11-15 02:58:59,1327808286419202048,RT @tutiempoeshoysl: EU TO MUITO FORA DE MIM #DisneyPlus https://t.co/3xNK9IVyiE,2,0,330,555
1,isasouzaafc,1308841650840571905,False,stoesselsouza_,1262160798245322757,False,stoesselsouza_,1262160798245322757,0,0,2020-11-15 02:58:58,1327808281587441665,RT @stoesselsouza_: sabe a host? Sigam ela no insta 😘 #DisneyPlus https://t.co/8KwNNGCrYO,6,0,25,36
2,RichardVotos,1315741296997339136,False,thebinuelig,1219808841401012224,False,thebinuelig,1219808841401012224,0,0,2020-11-15 02:58:53,1327808259474993153,RT @thebinuelig: Deixo aqui a atuação impecável da Isabela e do Júlio de Bia #DisneyPlus https://t.co/DdN0nwl9ux,7,0,14,12
3,Isulioxxdetails,1236013663410106374,False,juliobygiulisa,1289945344218996736,False,juliobygiulisa,1289945344218996736,0,0,2020-11-15 02:58:51,1327808253930201088,"RT @juliobygiulisa: Julio Peña, protagonista de Bia. Não esqueço de assistir pelo #DisneyPlus
 https://t.co/uUjAZrt7it",3,0,776,256
4,whityousevilla,1310236850121052161,False,lovxsevilla,1223447755563192324,False,lovxsevilla,1223447755563192324,0,0,2020-11-15 02:58:48,1327808239862419457,"RT @lovxsevilla: vc lembra da Karol Sevilla? aquela que fez sou luna, então atualmente está com 21 anos e está se lançando como solista, tb…",3,0,404,483
5,caiocr_lins,77088085,False,nessavcb,1093571781913395204,False,nessavcb,1093571781913395204,0,0,2020-11-15 02:58:47,1327808235588505607,"RT @nessavcb: Isabela Souza do Brasil cantando ninguém me cala
#DisneyPlus https://t.co/mIxNkemK6I",24,0,983,520
6,coelhovvl,1169065752554606594,False,bug_bourgeis,1258872790356197376,False,bug_bourgeis,1258872790356197376,0,0,2020-11-15 02:58:42,1327808213824262145,RT @bug_bourgeis: Essa é minha opinião sobre #DisneyPlus https://t.co/ReZv6d8llK,71,0,28,485
7,RichardVotos,1315741296997339136,False,ilysmbinuel,1236073778033184772,False,ilysmbinuel,1236073778033184772,0,0,2020-11-15 02:58:38,1327808196006834179,"RT @ilysmbinuel: A série já possui três álbuns de estúdio, são eles: Así Yo Soy, Si Vuelvo a Nacer e Grita. Estão disponíveis em todas as p…",4,0,14,12
8,Semidiasparaum1,1270535593353719808,False,ManiaVioletta,922034346,False,ManiaVioletta,922034346,0,0,2020-11-15 02:58:35,1327808185663705088,RT @ManiaVioletta: Os artistas do Disney Channel agora estão chegando no #DisneyPlus. 💜🐭 https://t.co/l3QkXF277X,16,0,642,942
9,angelsowza,1251509162795819018,False,nessavcb,1093571781913395204,False,nessavcb,1093571781913395204,0,0,2020-11-15 02:58:34,1327808179120599041,"RT @nessavcb: Primeira vez que o Disney Channel  tem como trama Central o amor fraternal, as responsáveis por interpretarem as irmãs Bia e…",2,0,178,160
10,RichardVotos,1315741296997339136,False,nessavcb,1093571781913395204,False,nessavcb,1093571781913395204,0,0,2020-11-15 02:58:32,1327808173240102917,"RT @nessavcb: Meu filho só me dá orgulho 
#DisneyPlus https://t.co/5zY8B9KqCS",2,0,14,12
11,RichardVotos,1315741296997339136,False,nessavcb,1093571781913395204,False,nessavcb,1093571781913395204,0,0,2020-11-15 02:58:30,1327808165740687360,"RT @nessavcb: Esses são Julio Peña e Isabela Souza, eles são o casal protagonista de Disney Bia 
#DisneyPlus https://t.co/RRVaKirttc",9,0,14,12
12,luhhpadua,461632678,False,globoplay,55569724,True,globoplay,55569724,0,0,2020-11-15 02:58:30,1327808165413593090,"RT @globoplay: ✨Os sonhos são reais✨
Quer ser um dos primeiros a ter o combo #GloboplayeDisneyPlus? Entre agora no link:  https://t.co/Uup1…",241,0,646,340
13,saracarol1ne,1154916699608670214,False,dudaxwz,1211099920347754497,False,dudaxwz,1211099920347754497,0,0,2020-11-15 02:58:26,1327808149341036545,"RT @dudaxwz: gente, tá tão lindo pqp #DisneyPlus https://t.co/ydVaIgHJrq",17,0,153,243
14,angelsowza,1251509162795819018,False,Binuel_Isulio,1142169627792986112,False,Binuel_Isulio,1142169627792986112,0,0,2020-11-15 02:58:23,1327808133838893056,RT @Binuel_Isulio: ATUAÇÃO IMPECÁVEL  #DisneyPlus https://t.co/Ie7CK1v1h6,2,0,178,160
15,thebinuelig,1219808841401012224,False,,0,,,0,0,0,2020-11-15 02:58:08,1327808070421012480,"Pra quem quiser assistir Bia a série retrata muitos assuntos que podemos ver nesse vídeo: 
#DisneyPlus 
 https://t.co/s4mSz9xMf2",0,0,257,174
16,RichardVotos,1315741296997339136,False,julspbela,743136781877534720,False,julspbela,743136781877534720,0,0,2020-11-15 02:58:04,1327808056508485632,"RT @julspbela: Atualmente, isabela souza interpreta ""bia"", sendo assim a primeira protagonista brasileira da disney. Além disso, ela interp…",2,0,14,12
17,admiringISA,1317467275734274050,False,thebinuelig,1219808841401012224,False,thebinuelig,1219808841401012224,0,0,2020-11-15 02:58:02,1327808046630920194,RT @thebinuelig: Deixo aqui a atuação impecável da Isabela e do Júlio de Bia #DisneyPlus https://t.co/DdN0nwl9ux,7,0,72,93
18,angelsgabisulio,735556168471457793,False,guwrrini,3983717925,False,guwrrini,3983717925,0,0,2020-11-15 02:58:01,1327808041828356099,"RT @guwrrini: oi gente esse aqui é uma parte do cast de bia que vai ter no #disneyplus 
https://t.co/0hBiyxruED",6,0,386,328
19,placesmelio,1307076556993581061,False,,0,,,0,0,0,2020-11-15 02:57:59,1327808035331444736,"views sobem tão rápido com essas tags 

#Desconjuracao #AFazenda12    #FLAXACG #VOTEemBolsonaristas… https://t.co/yijuaF5BqK",0,0,470,489
20,tiniftgillespie,2752120822,False,talitini,1021904652357521408,False,talitini,1021904652357521408,0,0,2020-11-15 02:57:58,1327808031309049856,"RT @talitini: Minha mãe: Violetta é só uma fase 

Eu com 19 anos quando apareceu Violetta no especial Disney plus: 
#DisneyPlus https://t.c…",39,0,761,443
21,RichardVotos,1315741296997339136,False,nessavcb,1093571781913395204,False,nessavcb,1093571781913395204,0,0,2020-11-15 02:57:58,1327808028456968195,"RT @nessavcb: Só quem acompanha a série sabe da importância desse momento
#DisneyPlus https://t.co/UAO76JUhCX",7,0,14,12
22,RichardVotos,1315741296997339136,False,itsbiaxbyeu,1032667176128442369,False,itsbiaxbyeu,1032667176128442369,0,0,2020-11-15 02:57:54,1327808013881708544,RT @itsbiaxbyeu: felizmente stan Isabela Souza #DisneyPlus https://t.co/bNrBjn1RqN,1,0,14,12
23,butterflykarols,1125606636847009792,False,lovxsevilla,1223447755563192324,False,lovxsevilla,1223447755563192324,0,0,2020-11-15 02:57:52,1327808004704661505,"RT @lovxsevilla: vc lembra da Karol Sevilla? aquela que fez sou luna, então atualmente está com 21 anos e está se lançando como solista, tb…",3,0,330,555
24,Mony_Bly,886099260474830848,False,WoompBR,977308058,False,WoompBR,977308058,0,0,2020-11-15 02:57:51,1327808001802199040,"RT @WoompBR: A série que Jorge Blanco e Michael Ronda irão protagonizar se chamará, em português, ""Pais por Acidente"". #DisneyPlus https://…",54,0,162,158
25,angelsowza,1251509162795819018,False,thebinuelig,1219808841401012224,False,thebinuelig,1219808841401012224,0,0,2020-11-15 02:57:51,1327807999986032641,RT @thebinuelig: Deixo aqui a atuação impecável da Isabela e do Júlio de Bia #DisneyPlus https://t.co/DdN0nwl9ux,7,0,178,160
26,nessavcb,1093571781913395204,False,,0,,,0,0,0,2020-11-15 02:57:50,1327807994655027205,"Primeira vez que o Disney Channel  tem como trama Central o amor fraternal, as responsáveis por interpretarem as ir… https://t.co/OjKwJBjPWt",2,2,801,625
27,Kiwarxx,1311360011340218370,False,bug_bourgeis,1258872790356197376,False,bug_bourgeis,1258872790356197376,0,0,2020-11-15 02:57:46,1327807980381892608,RT @bug_bourgeis: Essa é minha opinião sobre #DisneyPlus https://t.co/ReZv6d8llK,71,0,259,259
28,irmasurquiza,1210009320307466245,False,ilysmbinuel,1236073778033184772,False,ilysmbinuel,1236073778033184772,0,0,2020-11-15 02:57:42,1327807963860439045,"RT @ilysmbinuel: A série já tem duas temporadas de 60 episódios, e com a chegada do Disney Plus, teremos um especial chamado “Bia: Um mundo…",1,0,446,275
29,Isulioxxdetails,1236013663410106374,False,Binuel_Isulio,1142169627792986112,False,Binuel_Isulio,1142169627792986112,0,0,2020-11-15 02:57:42,1327807962539298816,"RT @Binuel_Isulio: Ela não mentiu, esse homem é isso e muito mais 
Ator ( um dos melhores ), cantor e compositor. Ele é definitivamente O M…",1,0,776,256
30,beazinhadelima,345497981,False,julxbela,1308228285705453569,False,julxbela,1308228285705453569,0,0,2020-11-15 02:57:41,1327807959372623882,"RT @julxbela: BIA trata de assuntos como: Gordofobia, cyberbullying, machismo, e muito mais. A SÉRIE DO MILÊNIO
Dêem uma chance quando o Di…",6,0,593,699
