,user_screen_name,user_id,user_is_verified,retweeted_from_screen_name,retweeted_from_id,retweeted_from_is_verified,screen_name_mention_1,id_mention_1,in_reply_to_screen_name,in_reply_to_user_id,created_at,id,text,retweet_count,favorite_count,user_followers,user_following
0,DisneyFamilyBR,1282716344623009792,False,,0,,,0,0,0,2020-11-11 23:55:20,1326674905488908288,"""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os… https://t.co/JSisbzwrIF",0,10,259,163
1,1DVoando,323414469,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:54:12,1326674618317463552,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,1923,3716
2,boymxr,927283867,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:53:28,1326674435596804097,"RT @DisneyPlusBR: E aí, com qual personagem você acha que a @SandyLeah combina mais? Descubra o seu DNA Disney+ em https://t.co/BrGGeJDoMY…",207,0,2029,1427
3,kauhurrea,1297929237194846208,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:50:36,1326673713832538114,"RT @DisneyPlusBR: Conheça a história da guerreira que virou lenda. #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os úl…",58,0,26,149
4,pedrinnho_0808,1286116982941720587,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:49:43,1326673493832970242,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,42,115
5,RhobsonEsteves,1126570771076341765,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:49:24,1326673413923090433,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,128,637
6,kauhurrea,1297929237194846208,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:49:18,1326673385825382400,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,26,149
7,jinsjooyoon,889694878468370433,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:49:07,1326673340413714432,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,3602,2524
8,LoveTiniJorgee,855064486188863488,False,ManiaVioletta,922034346,False,ManiaVioletta,922034346,0,0,2020-11-11 23:48:45,1326673249648959491,RT @ManiaVioletta: Do #DisneyChannel para o #DisneyPlus 🥺 🌟 https://t.co/kpugbQXwDU,68,0,593,2056
9,Chris_Rods,86068877,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:44:16,1326672118550032384,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,527,480
10,IceWolf_17,858720797116026882,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:43:15,1326671864761028612,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,541,194
11,tinicomels,759202957481086976,False,ManiaVioletta,922034346,False,ManiaVioletta,922034346,0,0,2020-11-11 23:42:37,1326671703905345539,RT @ManiaVioletta: Do #DisneyChannel para o #DisneyPlus 🥺 🌟 https://t.co/kpugbQXwDU,68,0,9811,5141
12,IsaMuzlera,1148674919779229701,False,ManiaVioletta,922034346,False,ManiaVioletta,922034346,0,0,2020-11-11 23:42:20,1326671635726934017,RT @ManiaVioletta: Do #DisneyChannel para o #DisneyPlus 🥺 🌟 https://t.co/kpugbQXwDU,68,0,421,527
13,Jefferson_Sived,217126373,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:40:51,1326671258675793920,"RT @DisneyPlusBR: E aí, com qual personagem você acha que a @SandyLeah combina mais? Descubra o seu DNA Disney+ em https://t.co/BrGGeJDoMY…",207,0,1026,1634
14,Luiz__Franco,50402758,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:40:48,1326671247330205696,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,1023,99
15,bitchspears_,615168767,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:39:17,1326670864818057218,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,574,1635
16,yeahitsmenatan,4861250414,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:38:27,1326670658084933632,"RT @DisneyPlusBR: Confira a nova capa da @EW de #WandaVision, uma série Original. Disponível em breve. Só no #DisneyPlus. https://t.co/cOfz…",127,0,429,2396
17,esyferreira,836231178,False,ManiaVioletta,922034346,False,ManiaVioletta,922034346,0,0,2020-11-11 23:38:13,1326670598039343104,RT @ManiaVioletta: Do #DisneyChannel para o #DisneyPlus 🥺 🌟 https://t.co/kpugbQXwDU,68,0,568,378
18,disneygobr,1166209969361960960,False,,0,,,0,0,0,2020-11-11 23:38:09,1326670580679143425,"Lealdade. Coragem. Verdade ⚔️

Confira o Pôster Oficial de #Mulan disponível em 4 de Dezembro, só no #DisneyPlus https://t.co/8XiK379ZRh",0,32,889,71
19,Crifoso,854061352633196544,False,disneygobr,1166209969361960960,False,disneygobr,1166209969361960960,0,0,2020-11-11 23:38:02,1326670553084727296,"RT @disneygobr: O Disney Plus chega em 6 dias! 🤩

As Melhores Histórias do Mundo em um só lugar! Disponível em 17 de Novembro

Saiba mais e…",10,0,9,48
20,Crifoso,854061352633196544,False,disneygobr,1166209969361960960,False,disneygobr,1166209969361960960,0,0,2020-11-11 23:37:28,1326670407647289346,"RT @disneygobr: O #DisneyPlus chega em 6 Dias! 🤩

As Melhores Histórias do Mundo em um só lugar! Disponível em 17 de Novembro

Saiba mais e…",9,0,9,48
21,justthatoddguy,1909814154,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:35:13,1326669844700344321,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,1157,1408
22,QVTourBrasil,1402447573,False,ManiaVioletta,922034346,False,ManiaVioletta,922034346,0,0,2020-11-11 23:34:55,1326669766078177281,RT @ManiaVioletta: Do #DisneyChannel para o #DisneyPlus 🥺 🌟 https://t.co/kpugbQXwDU,68,0,3090,34
23,AlexRibeiiro_,241944286,False,ManiaVioletta,922034346,False,ManiaVioletta,922034346,0,0,2020-11-11 23:34:44,1326669722373529600,RT @ManiaVioletta: Do #DisneyChannel para o #DisneyPlus 🥺 🌟 https://t.co/kpugbQXwDU,68,0,656,124
24,aivalfanna,1111212959521484801,False,DisneyPlusBR,1011372006753746944,True,DisneyPlusBR,1011372006753746944,0,0,2020-11-11 23:34:30,1326669662978002946,"RT @DisneyPlusBR: ""Eu trarei honra para todos."" Prepare-se para #Mulan, disponível em 4 de dezembro. Só no #DisneyPlus.

Aproveite os últim…",43,0,70,350
